Medición: 2026-09-16 08:19:40 UTC

| Última barra | Símbolos | Plazas |
|---|---|---|
| mié 16 (al día) | 69 | XETRA (32), JPX (7), PAR (7), HKG (5), MCE (4), CRYPTO (3), KSC (3), MIL (3), AMS (2), CPH, SHH, TAI |
| mar 15 (al día) | 46 | NASDAQ (27), NYSE (19) |

Dispersión por plaza:
| Plaza | Escalón mayoritario | No coinciden |
|---|---|---|
| AMS | mié 16 | 0 / 2 |
| CPH | mié 16 | 0 / 1 |
| CRYPTO | mié 16 | 0 / 3 |
| HKG | mié 16 | 0 / 5 |
| JPX | mié 16 | 0 / 7 |
| KSC | mié 16 | 0 / 3 |
| MCE | mié 16 | 0 / 4 |
| MIL | mié 16 | 0 / 3 |
| NASDAQ | mar 15 | 0 / 27 |
| NYSE | mar 15 | 0 / 19 |
| PAR | mié 16 | 0 / 7 |
| SHH | mié 16 | 0 / 1 |
| TAI | mié 16 | 0 / 1 |
| XETRA | mié 16 | 0 / 32 |

Detalle por símbolo:
| Símbolo | Símbolo datos | Plaza | Última barra | Antigüedad | Calendario | Sesiones ausentes |
| ^FCHI | ^FCHI | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | sin sesiones ausentes recientes |
| ^N225 | ^N225 | OSA | N/D | error | N/D | N/D |
| ^HSI | ^HSI | HKG | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XHKG | sin sesiones ausentes recientes |
| 510300.SS | 510300.SS | SHH | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XSHG | 2026-09-15 |
| ^KS11 | ^KS11 | KSC | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XKRX | sin sesiones ausentes recientes |
| ^TWII | ^TWII | TAI | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTAI | sin sesiones ausentes recientes |
| EURUSD=X | EURUSD=X | CCY | N/D | error | N/D | N/D |
| DX-Y.NYB | DX-Y.NYB | NYB | N/D | error | N/D | N/D |
| ^TNX | ^TNX | CGI | N/D | error | N/D | N/D |
| CL=F | CL=F | NYM | N/D | error | N/D | N/D |
| GC=F | GC=F | CMX | N/D | error | N/D | N/D |

Símbolos sin datos:
- ^VIX (^VIX, CBOE): plaza 'CBOE' sin calendario declarado
- ^GSPC (^GSPC, SNP): plaza 'SNP' sin calendario declarado
- ^RUT (^RUT, WCB): plaza 'WCB' sin calendario declarado
- ^STOXX (^STOXX, ZRH): plaza 'ZRH' sin calendario declarado
- ^STOXX50E (^STOXX50E, ZRH): plaza 'ZRH' sin calendario declarado
- ^N225 (^N225, OSA): plaza 'OSA' sin calendario declarado
- EURUSD=X (EURUSD=X, CCY): plaza 'CCY' sin calendario declarado
- DX-Y.NYB (DX-Y.NYB, NYB): plaza 'NYB' sin calendario declarado
- ^TNX (^TNX, CGI): plaza 'CGI' sin calendario declarado
- CL=F (CL=F, NYM): plaza 'NYM' sin calendario declarado
- GC=F (GC=F, CMX): plaza 'CMX' sin calendario declarado
